Date,Location,Operator,Aircraft_Type,Registration,Fatalities,Total_Onboard,Ground_Fatalities
1948-11-03,"Near Glossop, England",Military - U.S. Air Force,Boeing B-29A Superfortress,44-61999,13,13,0
1948-11-04,"Cape Spencer, Alaska",Pacific Alaska Air Freight,Douglas DC-3,N66637,17,17,0
1948-11-08,"Mt. Macedon, Australia",Australian National Airways,Douglas DC-3,VH-UZK,3,23,0
1948-11-11,"Liverpool, England",Mannin Airways,de Havilland DH-89A Dragon Rapide,G-AKOF,7,8,0
1948-11-22,"Near Ryzhovo, Russia",Aeroflot,Lisunov Li-2,CCCP L-4463,23,26,?
1948-11-26,"Vehari, Pakistan",Pakistan Airways,Douglas DC-3,AP-ACE,21,21,0
1948-12-05,"Kiangwan, China",Central Air Transport,Curtiss C-46,XT-538,9,40,0
1948-12-06,"Milan, Italy",Avio Linee Italiane Avio,Douglas C-47,I-ETNA,7,7,0
1948-12-12,"Taipei, Taiwan",China National Aviation Corporation,Douglas DC-3,?,2,10,0
1948-12-15,"Near Bogata, Colombia",LANSA,Douglas C-47,C-310,30,30,0
1948-12-21,"Near Pilos, Greece",Ceskoslovenske Aerolinie,Douglas DC-3,OK-WDE,24,24,0
1948-12-21,"Basalt Island, Hong Kong",China National Aviation Corporation,Douglas C-54B-5-DO,XT-104,33,33,0
1948-12-23,"Near Madrid, Spain",Iberia Airlines,Douglas DC-3 (C-47-DL),EC-ABK,27,27,0
1948-12-28,"Off San Juan, Puerto Rico",Airborne Transport,Douglas DC-3DST,N16002,32,32,0
1948-12-31,"Mt. Argentari, Italy",Pan African Air Charter,Douglas DC-3,ZS-BYX,13,13,0
1949-01-02,"Seattle, Washington",Seattle Air Charter,Douglas DC-3 (C-47A-DL),NC79025,14,30,0
1949-01-05,"Caravelas Bay, Brazil",British South American Airways,Avro 685 York 1,G-AHEX,3,17,0
1949-01-06,"Brandywine, Maryland",Coastal Cargo,Douglas C-47A,NC53210,2,2,0
1949-01-11,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,PP-SAC,12,12,0
1949-01-15,"Ras-el-Tin, Egypt",Pan African Air Charter,Douglas C-54 Skymaster,ZS-AYB,30,30,0
1949-01-16,"Near Srinagar, India",Dalmia Jain Airways,Douglas DC-3,VT-CDZ,13,13,0
1949-01-17,"Atlantic Ocean, off Bermuda",British South American Airways,Avro 688 Tudor 4B,G-AGRE,20,20,0
1949-01-17,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,Boeing B-29A Superfortress,44-62276,20,20,0
1949-01-20,"Homer, Alaska",Alaska Airlines,Douglas DC-3C,N91006,5,6,0
1949-01-30,"Port Washington, New York",Pan American World Airways,Lockheed L-749 / Cessna 140,NC86530/NC76981,2,35,0
1949-02-02,"Trinity Bay, Newfoundland",Saint Lawrence Airways,Avro Anson,CF-FEO,6,10,0
1949-02-04,"Castel Benito, Libya",Skyways of London,Douglas C-54A-1-DO Skymaster,G-AJPL,1,53,0
1949-02-05,"Buenaventura Bay, Colombia",AVIANCA,Consolidated PBY-5A Catalina,HK-134,3,14,0
1949-02-08,"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Vickers 628 Viking 1B,OY-DLU,27,27,0
1949-02-10,"Near Huanuco, Peru",Faucett,Douglas DC-3,OB-PAV-223,16,16,0
1949-02-19,"Near Coventry, Warks, England",British European Airways / Military - British,Douglas DC-3 / Avro Anson,G-AHCW/VV243,14,14,0
1949-02-24,"Near Cuzco, Peru",TAM (Peru),Douglas C-47,?,22,26,0
1949-02-24,"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,Douglas DC-3,VR-HDG,23,23,0
1949-03-10,"Coolangatta, Australia",Queensland Airlines,Lockheed 18 Lodestar,VH-BAG,22,22,0
1949-03-15,"Berlin, Germany",Skyways,Avro 685 York I,G-AHFI,3,3,0
1949-03-18,"Near Waikanae, New Zealand",New Zealand National Airways,Lockheed 18 Lodestar,ZK-AKX,15,15,0
1949-04-29,"Near Mironovo, Russia",Aeroflot,Lisunov Li-2,SSSR-L4464,14,24,0
1949-05-04,"Superga, Italy",Avio Linee Italiane,FIAT G-212CP,I-ELCE,31,31,0
1949-05-04,"Near Portland, Dorset, England",Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,G-AIFF,7,7,0
1949-05-07,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Douglas DC-3,PI-C-98,13,13,0
1949-05-13,"Near Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,L1791,25,25,0
1949-06-06,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Douglas DC-3,SX-BAI,22,22,0
1949-06-07,"Near Florianpolis, Brazil",Military - Brazilian Air Force,Douglas C-47B,C-47-2023,27,27,0
1949-06-07,"San Juan, Puerto Rico",Strato Freight,Curtiss C-46D-5-CU,N92857,53,81,0
1949-06-23,"Off Bari, Italy",KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,PH-TER,33,33,0
1949-07-02,"Near Guildford, Australia",Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,VH-MME,18,18,0
1949-07-12,"Chatsworth, California",Standard Airlines,Curtiss C-46E-1-CS,N79978,35,48,0
1949-07-12,"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,PH-TDF,45,45,0
1949-07-13,"Jamnagar, Gujarat state, India",Indian Air Force,Hawker Hunter,?,0,0,14
1949-07-19,"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,N5075N,2,32,4
1949-07-21,"Marga, Russia",Aeroflot,Ilyushin IL-12,L1714,13,14,0
1949-07-30,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,N19963/BU72887,16,16,0
1949-08-02,"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,PP-VBI,5,36,0
1949-08-03,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,Douglas DC-3,PP-AJB,5,30,0
1949-08-06,"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,HC-SBU,34,34,0
1949-08-09,"Salalah, Oman",Military - Royal Air Force,Douglas C-47B,KN336,12,12,0
1949-08-13,"Near Bogota, Colombia",SAETA,Douglas C-47,HK-1200,32,32,0
1949-08-15,"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),N79989,8,58,0
1949-08-19,"Near Oldham, England",British European Airways,Douglas DC-3,G-AHCY,24,32,0
1949-08-21,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),11057,21,21,0
1949-08-27,"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,OO-CBK,5,20,0
1949-09-09,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Douglas DC-3,CF-CUA,23,23,0
1949-09-26,"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,XA-DUH,24,24,0
1949-09-27,"Near Castilla, Argentina",Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,LV-ABI,5,27,0
1949-10-09,"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,N59485,4,4,0
1949-10-28,"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,F-BAZN,48,48,0
1949-11-01,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Force,Douglas C-54B / P-38,N88727/NX26927,55,55,0
1949-11-04,"Akron, Ohio",Harrington's Inc,Douglas DC-3,NC29086,3,3,0
1949-11-16,"Calcutta, India",Royal Indian Air Force,Tempest,?,1,2,14
1949-11-20,"Near Oslo, Norway",Aero Holland,Douglas C-47A,PH-TFA,34,35,0
1949-11-26,"Near Bucaramanga, Colombia",LANSA,Douglas DC-3,HK-305,12,12,0
1949-11-29,"Dallas, Texas",American Airlines,Douglas DC-6,N90728,28,46,0
1949-11-29,"Chaleyssin, France",Air France,Douglas DC-4,F-BELO,5,38,0
1949-12-01,"Taquaracucu, Brazil",REAL,Douglas DC-3 (C-47-DL),PP-YPM,20,22,0
1949-12-07,"Vallejo, California",Arrow Airlines,Douglas DC-3,NC60256,9,9,0
1949-12-09,"Near Lanchow, China",Civil Air Transport,Curtiss C-46D-CU,XT-820,38,38,0
1949-12-10,"Near Hoikow, China",Civil Air Transport,Curtiss C-46D-CU,XT-814,17,40,0
1949-12-12,"Washington, D.C.",Capital Airlines,Douglas DC-3-313A,NC-25691,6,23,0
1949-12-12,"Jungshahi, Pakistan",Pakair,Douglas DC-3,AP-ADI,26,26,0
1949-12-16,"Orizaba, Mexico",Mexicana,Douglas DC-3,XA-DUK,17,17,0
1949-12-18,"Aulnay-sous-Bois, France",Sabena,Douglas C-47A-60-DL,OO-AUQ,8,8,0
1949-12-30,"Comilla, Pakistan",Bharat Airways,Douglas C-54A-DO,VT-CYK,7,7,0
1950-01-05,"Sverdlovsk, Russia",Military - Soviet Air Force,Lisunov Li-2,?,19,19,0
1950-01-18,"Albacete, Spain",Ejercito del Aire,Casa 352,T-2-143,16,16,0
1950-01-20,"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,TAM-10,32,32,1
1950-01-24,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Douglas C-47A-50-DL,F-BFGD,14,14,0
1950-01-24,"Iloilo,Philippines",Philippine Air Lines,Douglas DC-3,PI-C22,4,4,0
1950-01-26,"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),42-72469,44,44,0
1950-02-02,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,PH-TEU,7,7,0
1950-02-27,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,OK-WDY,5,30,0
1950-03-07,"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,N93050,13,13,2
1950-03-10,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,F-BECR,4,4,0
1950-03-12,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,G-AKBY,80,83,0
1950-03-25,"Ankara, Turkey",Devlet Hava Yollairi,Douglas DC-3,TC-BAL,15,15,0
1950-03-28,"Off Cap-Ferret, France",SEMAF,Latecoere 631 (sea plane),F-WANU,12,12,0
1950-04-05,"Hatiara, India",Deccan Airways,Douglas C-47A,VT-CJD,3,3,0
1950-04-13,"Near Hastings, England",British European Airways,Vickers 610 Viking 1B,G-AIVL,0,32,0
1950-04-15,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Douglas C-47 (DC-3),HK-309,2,4,0
1950-04-21,"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,42-72704,35,35,0
1950-05-02,"Chimborazo, Ecuador",AVIANCA,Douglas C-47DL,HK-120,15,15,0
1950-05-18,"Lagens Air Force Base, Azores",Military - U.S.,Boeing B-29,44-69875,16,16,0
1950-05-23,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,44-77577,39,39,0
1950-05-24,"Near Pasto, Colombia",LANSA,Douglas C-47,HK-307,26,27,0
1950-05-27,"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,N9406H,1,2,0
1950-05-30,"Near Ilheus, Brazil",Aerovias Brasil,Douglas DC-3,PP-AVZ,13,15,0
1950-06-05,Atlantic Ocean off Florida,Westair Transport,Curtiss C-46-F-1-CU,N1248N,28,65,0
1950-06-09,"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,N16030,15,15,0
1950-06-13,Off Bahrain,Air France,Douglas DC-4-1009,F-BBDE,46,52,0
1950-06-14,Bahrain,Air France,Douglas DC-4,F-BBDM,40,53,0
1950-06-15,"Bahrain, Bahrain",Air France,Douglas DC-4,F-BBDM,40,53,?
1950-06-23,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,N95425,58,58,0
1950-06-26,"York, Australia",Ansett ANA,Douglas DC-4-1009,VH-ANA,29,29,0
1950-07-07,"Busan, South Korea",Military - U.S. Air Force,Douglas C-54G,45-0518,23,23,0
1950-07-09,"Casablanca, Morocco",Aigle Azur,Douglas DC-3,F-BFGL,22,29,0
1950-07-17,"Near Pathankot, India",Indian National Airlines,Douglas DC-3,VT-ATS,22,22,0
1950-07-18,"Near Bocoio, Angola",DTA Angola Airlines,Douglas DC-3,CR-LBK,9,9,0
1950-07-23,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Curtiss C-46 Commando,44-77577,39,39,0
1950-07-27,"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,44-76439A,25,26,0
1950-07-28,"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,PP-PCG,50,50,0
1950-07-29,"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,F-BENF,26,26,0
1950-07-30,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, ) SAVG",Lockheed 18 LodeStar,P-SAA,12,12,0
1950-07-30,"Karaganda, Russia",Aeroflot,Ilyushin IL-12,L-1803,25,25,0
1950-08-05,"Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,46-87651,12,20,7
1950-08-22,"Near Eagle, Colorado",American Airlines,Douglas DC-6,N90705,1,59,0
1950-08-25,"Kampong Jenera, Malaysia",Military - Royal Air Force,Douglas C-47B,KN630,12,12,0
1950-08-31,"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,N6004C,55,55,0
1950-09-04,"Utica, New York",Robinson Airlines,Douglas DC-3,N18936,16,23,0
1950-09-14,"Tehran, Iran",Iran Air,Douglas DC-3,EP-AAG,8,8,0
1950-09-20,"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,56496,26,26,0
1950-09-21,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,YU-ABD,10,11,0
1950-09-23,"Karlstad, Sweden",Svenska Aero,Avro Ninteen I,SE-BRS,10,10,0
1950-09-26,"Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),42-72457,23,51,0
1950-10-13,"Casablanca, Morocco",Air Atlas,Douglas DC-3,F-BAXM,4,7,0
1950-10-13,"Almelund, Minnisota",Northwest Orient Airlines,Martin 202,NC93037,6,6,0
1950-10-17,"London, England",British European Airways,Douglas C-47A,G-AGIW,28,29,0
1950-10-31,"London Heathrow, England",British European Airways,Vickers 610 Viking-1B,G-AHPN,28,30,0
1950-11-03,"Mont Blanc, France",Air India,Lockheed 749 Constellation,VT-CQP,48,48,0
1950-11-07,"Near Butte, Montana",Northwest Orient Airlines,Martin 202,N93040,21,21,0
1950-11-13,"Mt. Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,CF-EDN,58,58,0
1950-11-17,"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,PK-DPB,2,23,0
1950-11-21,"Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,N74586,21,21,0
1950-11-23,"Cuzco, Peru",Faucett,Douglas DC-3,OB-PAU-201,9,9,0
1950-11-25,"Khitka, Bhutan",Indamer,Douglas C-47A,VT-COI,3,3,0
1950-12-01,"Near Chamaran, Iran",Iran Air,Douglas DC-3,EP-AAJ,8,8,0
1950-12-08,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Douglas C-54A,F-BELB,46,56,0
1950-12-09,"Ruig Piner, France",Air Atlas,Douglas DC-3,F-BAXY,5,7,0
1950-12-13,"Katagiri, India",Air India,Douglas DC-3,VT-CFK,21,21,0
1950-12-13,"Londrina, Brazil",VASP,Douglas DC-3,PP-SPT,0,31,3
1950-12-14,"Ribeirao, Brazil",VASP,Douglas DC-3,PP-SPW,1,20,1
1950-12-15,"Valera, Venezuela",Avensa,Douglas C-47-DL,YC-C-AVU,31,31,0
1950-12-19,"Near Baguio, Philippines",Military - U.S. Air Force,Douglas C54E-DO (DC-4),44-9096,38,38,0
1950-12-22,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Douglas DC-3,CF-CUF,2,18,0
1950-12-30,"Santiago del Estado, Argentina",Aerolineas Argentinas,Douglas DC-3,LV-ACH,17,18,0
1951-01-12,"Ixopo, South Africa",United Airways,de Havilland Dove 1,ZS-DDW,12,12,0
1951-01-13,"Mt. Bukit, Besar,Thailand",Air Carriers,Douglas DC-3,VR-HEP,10,10,0
1951-01-14,"Philadelphia, Pennsylvania",National Airlines,Douglas DC-4-1009,N74685,7,28,0
1951-01-16,"Near Reardan, Washington",Northwest Orient Airlines,Martin 202,N93054,10,10,0
1951-01-17,"Near Civitavecchia, Italy",Alitalia,Savoia Marchetti SM-95,I-DALO,14,17,0
1951-01-20,"Huilyo, Peru",Military - TAM,Douglas DC-3,?,16,?,?
1951-01-28,"Near An tung, Taiwan",Military -Royal Air Force,Short Sunderland 9 (flying boat),PP107,14,14,0
1951-01-31,"Off Hafnarfjorour, Iceland",Icelandair,Douglas DC-3,TF-ISG,20,20,0
1951-02-01,"Off Terceira, Portugal",Military - Portuguese Air Force,Douglas C-54,282,14,14,0
1951-02-03,"Near Mt. Cameroon, Buea, British Cameroons",Air France,Douglas DC-4,F-BBDO,29,29,0
1951-02-14,"Yali, Colombia",Lineas Aéreas Nacionales,Curtiss C-46A,HK-333,2,2,0
1951-03-02,"Sioux City, Iowa",Mid Continent Airlines,Douglas DC-3,N19928,16,25,0
1951-03-11,"Mt. Butler, Hong Kong",Pacific Overseas Airways,Douglas DC-4,HS-POS,24,24,0
1951-03-21,"Corozal, Colombia",LANSA,Douglas C-47,HK-315,29,29,0
1951-03-22,"Off Florianopolis, Brazil",Cruzeiro,Douglas DC-3,PP-CCX,3,14,0
1951-03-23,Over the North Atlantic,Military - U.S. Air Force,Douglas C-124A Globemaster,49-0244,53,53,0
1951-03-25,"Irkutsk, Russia",Aeroflot,Lisunov LI-2,CCCP-L4790,12,13,0
1951-03-26,"Rio Grande, Argentina",Aerolineas Argentinas,Douglas DC-3,LV-ACY,11,24,2
1951-03-27,"Manchester, England",Air Transport Charter,Douglas C-47A-75-DL Dakota 3,G-AJVZ,2,3,0
1951-04-02,"Bogota, Colombia",AVIANCA,Douglas DC-3,HK-142,26,26,0
1951-04-06,"Refugio Pass, near Santa Barbara, California",Southwest Airways,Douglas DC-3,N63439,22,22,0
1951-04-08,"Near Charleston, West Virginia",Military - U.S. Air Force,Douglas C-47B-DK,43-48298,21,21,0
1951-04-09,"Cape d'Arguilar, Hong Kong",Siamese Airways,Douglas DC-3,HS-SAE,16,16,0
1951-04-25,"Key West, Florida",Cubana de Aviacion / Military - US Navy,Douglas DC-4 /Beechcraft SMB-1,CU-T188/39939,43,43,0
1951-04-28,"Fort Wayne, Indiana",United Air Lines,Douglas DC-3,N16088,11,11,0
1951-05-06,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Convair B-36D,49-2660,23,25,0
1951-05-08,"Bordeaux, France",Hunting Air Travel,Vickers 639 Viking 1,G-AHPD,2,32,0
1951-05-18,"Rancharia, Brazil",VASP,Douglas DC-3,PP-SPL,7,7,0
1951-06-03,"New Boston, Texas",Military - U.S. Air Force,Fairchild C-82,45-57761,10,10,0
1951-06-06,"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Douglas DC-3D,PP-NAL,2,19,0
1951-06-13,"Medellin, Colombia",Sociedad Aeronautica Medellin,Douglas C-47A,HK-504,3,3,0
1951-06-22,"Near Sanoyea, Liberia",Pan American World Airways,Lockheed 049 Constellation,N88846,40,40,0
1951-06-29,"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Junkers 52/3m,YU-ACE,14,14,0
1951-06-30,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Douglas DC-6B,N37543,50,50,0
